2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000
787808.0;790201.0;786189.0;786424.0;792303.0;797028.0;798033.0;809267.0;814208.0;807200.0;797654.0;805304.0;796549.0;785732.0;780653.0;761871.0;746612.0;739014.0
